nombre,fecha_publicacion,rating,ratings_count,generos,tags,metacritic,plataformas,usuarios_interesados
Never Alone,2014-11-18,3.47,609,"['Casual', 'Indie', 'Adventure']","['Singleplayer', 'Full controller support', 'Atmospheric', 'Great Soundtrack', 'Co-op', 'Story Rich', 'cooperative', '2D', 'Female Protagonist', 'Split Screen', 'Local Co-Op', 'Local Multiplayer', 'Cute', 'Short', 'Side Scroller', 'Story', 'Puzzle-Platformer', 'puzzles', '2.5D', 'nature', 'god', 'girl', 'fox']",70.0,"['PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch', 'macOS', 'Linux', 'PlayStation 3', 'Wii U']",4285
Katana ZERO,2019-04-17,4.39,1109,"['Platformer', 'Indie', 'Action']","['Singleplayer', 'Steam Achievements', 'Full controller support', 'Great Soundtrack', '2D', 'Pixel Graphics', 'Retro', 'combat', 'Cyberpunk', 'Story', 'death', 'Traps', 'dodge', 'dash']",83.0,"['PC', 'Xbox One', 'Nintendo Switch', 'macOS']",4283
Spyro Reignited Trilogy,2018-11-13,4.13,536,"['Adventure', 'Action']","['Singleplayer', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Atmospheric', 'Great Soundtrack', 'Fantasy', 'Classic', 'Family Friendly', 'Cute', 'Colorful', 'Steam Trading Cards', 'Remake', '3D Platformer', 'Dragons', 'Masterpiece']",80.0,"['PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch']",4283
7 Days to Die,2013-12-13,3.34,483,"['Shooter', 'Indie', 'RPG']","['Singleplayer', 'Steam Achievements', 'Multiplayer', 'Full controller support', 'steam-trading-cards', 'RPG', 'Co-op', 'Open World', 'cooperative', 'Partial Controller Support', 'Horror', 'FPS', 'Online Co-Op', 'Gore', 'Sandbox', 'Survival', 'Early Access', 'Cross-Platform Multiplayer', 'Zombies', 'Includes level editor', 'Survival Horror', 'Crafting', 'Building', 'Voxel']",,"['PC', 'Xbox One', 'PlayStation 4', 'macOS', 'Linux']",4275
Battlefield: Bad Company 2,2010-03-02,4.13,902,"['Shooter', 'Action']","['Singleplayer', 'Multiplayer', 'Atmospheric', 'Co-op', 'Open World', 'cooperative', 'First-Person', 'FPS', 'Classic', 'Sandbox', 'Comedy', 'Tactical', 'War', 'Team-Based', 'Military', 'Destruction']",87.0,"['PC', 'Xbox One', 'Xbox 360', 'PlayStation 3']",4230
Clicker Heroes,2015-05-13,2.65,590,"['Adventure', 'RPG', 'Casual', 'Strategy', 'Simulation', 'Indie']","['Singleplayer', 'Steam Achievements', 'Multiplayer', 'Steam Cloud', 'steam-trading-cards', 'RPG', 'Co-op', 'Open World', 'cooperative', '2D', 'Fantasy', 'Funny', 'Free to Play', 'stats', 'Zombies', 'In-App Purchases', 'Family Friendly', 'Memes', 'Management', 'Illuminati', 'Touch-Friendly', 'Clicker']",,"['PC', 'Xbox One', 'PlayStation 4', 'iOS', 'Android', 'macOS']",4229
Kholat,2015-06-08,2.65,409,"['Indie', 'Adventure', 'Simulation']","['Singleplayer', 'Steam Achievements', 'Multiplayer', 'Full controller support', 'Steam Cloud', 'Atmospheric', 'steam-trading-cards', 'Great Soundtrack', 'Story Rich', 'Open World', 'First-Person', 'Horror', 'Difficult', 'Exploration', 'Survival', 'Survival Horror', 'Mystery', 'Walking Simulator', 'Other']",64.0,"['PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch']",4206
Risk of Rain 2,2020-08-11,4.15,676,"['Shooter', 'Arcade', 'Action']","['Singleplayer', 'Steam Achievements', 'Multiplayer', 'Full controller support', 'Steam Cloud', 'cooperative', 'Online Co-Op', 'Steam Leaderboards', 'Online multiplayer', 'Split Screen', 'Local Co-Op', 'Local Multiplayer', 'Early Access', '3D']",82.0,"['PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch']",4193
TEKKEN 7,2015-03-18,4.02,766,"['Action', 'Fighting', 'Sports']","['Singleplayer', 'Steam Achievements', 'Multiplayer', 'Full controller support', 'Steam Cloud', 'Atmospheric', 'steam-trading-cards', 'Great Soundtrack', 'Co-op', 'Story Rich', 'Third Person', 'Difficult', 'Steam Leaderboards', 'Online multiplayer', 'Split Screen', 'Controller', 'Local Multiplayer', 'Anime', 'Nudity', 'Character Customization', 'Competitive', ""Beat 'em up"", 'Heist', 'e-sports']",82.0,"['PC', 'Xbox One', 'PlayStation 4']",4174
Shadow Warrior 2,2016-10-12,3.52,602,"['Shooter', 'Adventure', 'Action']","['Singleplayer', 'Steam Achievements', 'Multiplayer', 'Full controller support', 'Steam Cloud', 'steam-trading-cards', 'Co-op', 'Open World', 'cooperative', 'First-Person', 'Sci-fi', 'FPS', 'Online Co-Op', 'Funny', 'Gore', 'Comedy', 'Hack and Slash', 'Memes', 'Parkour', 'achievements', 'Loot', 'Demons', 'Ninja', 'Swordplay']",78.0,"['PC', 'Xbox One', 'PlayStation 4']",4135
Blasphemous,2019-09-09,4.05,557,"['Indie', 'Platformer', 'Adventure', 'Action']","['Singleplayer', 'Steam Achievements', 'Full controller support', '2D', 'Gore', 'Difficult', 'Exploration', 'Violent', 'Pixel Graphics', 'role-playing', 'Nudity', 'Dark Fantasy', 'Metroidvania', 'Lore-Rich', 'Souls-like']",78.0,"['PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch', 'macOS', 'Linux']",4134
Mount & Blade: Warband,2010-03-30,4.35,724,"['Strategy', 'Action', 'RPG']","['Singleplayer', 'Steam Achievements', 'Multiplayer', 'steam-trading-cards', 'RPG', 'Open World', 'First-Person', 'Third Person', 'Fantasy', 'Sandbox', 'Steam Workshop', 'role-playing', 'Moddable', 'Hack and Slash', 'Realistic', 'Historical', 'Medieval', 'Military', 'overlay', 'Horses']",78.0,"['PC', 'Xbox One', 'PlayStation 4', 'Android', 'macOS', 'Linux']",4110
Styx: Master of Shadows,2014-10-06,3.16,458,"['Action', 'RPG']","['Singleplayer', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Atmospheric', 'steam-trading-cards', 'Great Soundtrack', 'RPG', 'Story Rich', 'Open World', 'Third Person', 'Fantasy', 'Gore', 'Difficult', 'Sandbox', 'Stealth', 'Dark Fantasy', 'Magic', 'Parkour', 'Steampunk', 'Assassin']",71.0,"['PC', 'Xbox One', 'PlayStation 4']",4102
Warhammer: End Times - Vermintide,2015-10-23,3.47,438,"['Indie', 'Action']","['Singleplayer', 'Steam Achievements', 'Multiplayer', 'Steam Cloud', 'Atmospheric', 'steam-trading-cards', 'RPG', 'Co-op', 'cooperative', 'First-Person', 'Partial Controller Support', 'Horror', 'FPS', 'Online Co-Op', 'Fantasy', 'Gore', 'Female Protagonist', 'Survival', 'Action RPG', 'Hack and Slash', 'Captions available', 'Dark Fantasy', 'Games Workshop']",79.0,"['PC', 'Xbox One', 'PlayStation 4']",4071
Stories: The Path of Destinies,2016-04-11,3.21,503,"['Platformer', 'Indie', 'Action', 'RPG']","['Singleplayer', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'steam-trading-cards', 'Great Soundtrack', 'RPG', 'Fantasy', 'Action RPG', 'controller support', 'Choices Matter', 'Colorful', 'Multiple Endings', 'achievements', 'Swordplay', 'Dynamic Narration']",74.0,"['PC', 'Xbox One', 'PlayStation 4']",4066
LEGO Marvel Super Heroes,2013-10-22,3.83,666,"['Family', 'Adventure', 'Action']","['Singleplayer', 'Steam Achievements', 'Multiplayer', 'Full controller support', 'Steam Cloud', 'Co-op', 'Open World', 'cooperative', 'Third Person', 'Funny', 'Sandbox', 'Comedy', 'Split Screen', 'Local Co-Op', 'Local Multiplayer', 'Family Friendly', 'Comic Book', 'Superhero', 'LEGO']",78.0,"['PC', 'PlayStation 4', 'Xbox One', 'iOS', 'Android', 'Nintendo 3DS', 'Nintendo DS', 'macOS', 'Xbox 360', 'PlayStation 3', 'PS Vita', 'Wii U']",4046
Saints Row: Gat Out of Hell,2015-01-20,3.17,683,"['Adventure', 'Action']","['Singleplayer', 'Steam Achievements', 'Multiplayer', 'Full controller support', 'Steam Cloud', 'Atmospheric', 'steam-trading-cards', 'Co-op', 'Open World', 'cooperative', 'First-Person', 'Third Person', 'Online Co-Op', 'Funny', 'Gore', 'Sandbox', 'Female Protagonist', 'Comedy', 'Third-Person Shooter', 'controller support', 'Mature', 'overlay', 'achievements', 'Dark Humor', 'Demons', 'cloud saves']",66.0,"['PC', 'Xbox One', 'PlayStation 4', 'Linux', 'Xbox 360', 'PlayStation 3']",4041
Steep,2016-12-02,3.48,880,"['Action', 'Simulation', 'Sports']","['Singleplayer', 'Multiplayer', 'Atmospheric', 'steam-trading-cards', 'Great Soundtrack', 'Co-op', 'Open World', 'cooperative', 'First-Person', 'Third Person', 'Partial Controller Support', 'FPS', 'Exploration', 'Sandbox', 'Online multiplayer', 'Realistic', 'VR', 'snowboarding']",72.0,"['PC', 'Xbox One', 'PlayStation 4']",4039
Sniper Elite 3,2014-06-26,3.53,503,"['Shooter', 'Adventure', 'Action']","['Singleplayer', 'Steam Achievements', 'Multiplayer', 'Full controller support', 'Steam Cloud', 'Atmospheric', 'steam-trading-cards', 'Co-op', 'Open World', 'cooperative', 'Third Person', 'FPS', 'Online Co-Op', 'Gore', 'Steam Leaderboards', 'Stealth', 'Tactical', 'Third-Person Shooter', 'War', 'World War II', 'Sniper']",67.0,"['PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch', 'Xbox 360', 'PlayStation 3']",4036
FINAL FANTASY XIII,2009-12-17,3.46,678,['RPG'],"['Singleplayer', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'steam-trading-cards', 'Great Soundtrack', 'RPG', 'Story Rich', 'Third Person', 'Sci-fi', 'Partial Controller Support', 'Fantasy', 'Difficult', 'Female Protagonist', 'Action RPG', 'Turn-Based', 'Cinematic', 'Futuristic', 'JRPG', 'Linear', 'Turn-Based Combat']",77.0,"['PC', 'Xbox One', 'Xbox 360', 'PlayStation 3']",3998
Mass Effect: Legendary Edition,2021-05-14,4.57,540,"['Shooter', 'Adventure', 'Action', 'RPG']","['Singleplayer', 'Steam Achievements', 'Full controller support', 'Atmospheric', 'Great Soundtrack', 'RPG', 'Story Rich', 'Sci-fi', 'Classic', 'Female Protagonist', 'Action RPG', 'Third-Person Shooter', 'Space', 'Nudity', 'Character Customization', 'Choices Matter', 'combat', 'Military', 'Sexual Content', 'Steam Trading Cards', 'Протагонистка', 'Tactical RPG', 'Remote Play on TV', 'ea play']",88.0,"['PC', 'PlayStation 5', 'Xbox One', 'PlayStation 4', 'Xbox Series S/X']",3998
Fallout 76,2018-11-14,2.86,647,"['Adventure', 'Action', 'RPG']","['Steam Achievements', 'Multiplayer', 'Atmospheric', 'RPG', 'Co-op', 'Open World', 'cooperative', 'First-Person', 'Partial Controller Support', 'Horror', 'Online Co-Op', 'Funny', 'Gore', 'Exploration', 'Survival', 'Comedy', 'Violent', 'Action-Adventure', 'PvP', 'Anime', 'Nudity', 'In-App Purchases', 'Post-apocalyptic', 'Memes', 'Sexual Content', 'Online PvP', 'mmo', 'MMORPG', 'Base Building', 'Masterpiece', 'retro-futurism']",51.0,"['PC', 'Xbox One', 'PlayStation 4']",3996
F1 2015,2015-07-09,2.69,272,"['Racing', 'Sports']","['Singleplayer', 'Steam Achievements', 'Multiplayer', 'Full controller support', 'Steam Cloud', 'steam-trading-cards', 'cooperative', 'Steam Leaderboards', 'Driving']",61.0,"['PC', 'Xbox One', 'PlayStation 4', 'Linux']",3989
Mass Effect: Andromeda,2017-03-21,3.21,1159,"['Action', 'RPG']","['Story Rich', 'Sci-fi', 'Space', '3rd-Person Perspective', 'Romance', 'first person mod']",73.0,"['PC', 'Xbox One', 'PlayStation 4']",3981
Furi,2016-07-04,3.93,707,"['Arcade', 'Action']","['Singleplayer', 'Full controller support', 'Atmospheric', 'Great Soundtrack', 'Story Rich', 'Sci-fi', 'Difficult', 'Controller', 'Anime', 'Hack and Slash', 'Fast-Paced', 'Cyberpunk', ""Beat 'em up"", 'Top-Down', ""Shoot 'Em Up"", 'Stylized', 'Bullet Hell', 'Character Action Game', 'Spectacle fighter', 'Boss battle']",76.0,"['PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch']",3968
Mirror's Edge Catalyst,2016-06-07,3.49,840,"['Platformer', 'Adventure', 'Action']","['Singleplayer', 'Steam Achievements', 'Multiplayer', 'Full controller support', 'Atmospheric', 'Open World', 'First-Person', 'Sci-fi', 'Female Protagonist', 'Action-Adventure', 'combat', 'Parkour', 'Cyberpunk', 'Dystopian', 'Story', 'Steam Trading Cards', 'Stylized', '3D Platformer', 'puzzles', 'city', 'Soundtrack', 'Puzzle Platformer', 'Martial Arts', 'future', 'Runner', 'guns', 'avoid', 'colors']",72.0,"['PC', 'Xbox One', 'PlayStation 4']",3962
Titan Quest,2006-06-26,3.9,571,"['Action', 'RPG']","['Multiplayer', 'role-playing', 'Top-Down', 'ancient-greece', 'hack-n-slash']",69.0,"['PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch', 'iOS', 'Android']",3958
Prototype,2009-06-09,3.79,1038,"['Casual', 'Strategy', 'Adventure', 'Action']","['Singleplayer', 'Steam Achievements', 'Atmospheric', 'RPG', 'Story Rich', 'Open World', 'Third Person', 'Sci-fi', 'Horror', 'FPS', 'Gore', 'Sandbox', 'Violent', 'Stealth', 'Action-Adventure', 'Controller', 'Zombies', 'Hack and Slash', '3D', 'RTS', 'Parkour', 'Robots', '3D Platformer', 'Destruction', 'Loot', 'Turn-Based Tactics', 'Superhero', 'Cartoon', 'Arena Shooter', 'Rhythm', 'Real Time Tactics', 'Abstract', 'Арена-шутер', 'Outbreak Sim']",79.0,"['PC', 'Xbox One', 'PlayStation 4', 'Xbox 360', 'PlayStation 3']",3950
Strider,2012-02-16,3.3,334,"['Arcade', 'Adventure', 'Action']","['Singleplayer', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'steam-trading-cards', '2D', 'Sci-fi', 'Steam Leaderboards', 'Classic', 'Controller', 'Retro', 'Anime', 'Hack and Slash', 'Side Scroller', 'Fast-Paced', 'Cyberpunk', ""Beat 'em up"", 'Metroidvania', 'Remake', '2.5D', 'Ninja']",78.0,"['PC', 'Xbox One', 'PlayStation 4', 'Xbox 360', 'PlayStation 3']",3933
DOOM 3,2004-08-03,3.91,618,"['Shooter', 'Action']","['Singleplayer', 'Multiplayer', 'Atmospheric', 'Co-op', 'cooperative', 'First-Person', 'Sci-fi', 'Horror', 'FPS', 'Gore', 'Classic', 'Dark', 'Zombies', 'Moddable', 'Survival Horror', 'Futuristic', 'Demons', 'Mars']",87.0,"['PC', 'PlayStation 4', 'Xbox One', 'Nintendo Switch', 'macOS', 'Linux', 'Xbox']",3929
Grim Dawn,2016-02-25,3.96,568,"['Indie', 'Action', 'RPG']","['Singleplayer', 'Steam Achievements', 'Multiplayer', 'Full controller support', 'Steam Cloud', 'Atmospheric', 'steam-trading-cards', 'RPG', 'Co-op', 'cooperative', 'Fantasy', 'Action RPG', 'Dark', 'Zombies', 'Hack and Slash', 'Post-apocalyptic', 'Dark Fantasy', 'Isometric', 'Dungeon Crawler', 'achievements', 'Loot', 'Kickstarter', 'Crowdfunded']",83.0,"['PC', 'Xbox One', 'Xbox Series S/X']",3926
SteamWorld Dig,2013-08-08,3.83,609,"['Adventure', 'Action', 'Puzzle', 'Indie', 'Platformer']","['Singleplayer', 'Steam Achievements', 'Multiplayer', 'Full controller support', 'Steam Cloud', 'steam-trading-cards', 'Great Soundtrack', 'RPG', '2D', 'Sci-fi', 'Exploration', 'Sandbox', 'Controller', 'controller support', 'Short', 'Side Scroller', 'Metroidvania', 'Robots', 'Steampunk', 'puzzles', 'Western', 'Mining']",76.0,"['PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch', 'Nintendo 3DS', 'macOS', 'Linux', 'PS Vita', 'Wii U']",3909
The Banner Saga,2014-01-14,4.08,732,"['Strategy', 'Indie', 'RPG']","['Singleplayer', 'Atmospheric', 'Great Soundtrack', 'RPG', 'Story Rich', '2D', 'Fantasy', 'Exploration', 'Action-Adventure', 'Tactical', 'role-playing', 'Turn-Based', 'Choices Matter', 'Isometric', 'Kickstarter', 'Tactical RPG', 'Strategy RPG', 'Crowdfunded', 'Role Playing Game']",81.0,"['PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch', 'iOS', 'Android', 'macOS', 'Linux']",3899
Call of Duty: Modern Warfare (2019),2019-10-25,3.76,692,"['Shooter', 'Action']","['Singleplayer', 'Steam Achievements', 'Multiplayer', 'Full controller support', 'Atmospheric', 'Co-op', 'Story Rich', 'cooperative', 'First-Person', 'FPS', 'Online Co-Op', 'Gore', 'Exploration', 'Violent', 'Action-Adventure', 'Tactical', 'PvP', 'Cross-Platform Multiplayer', 'War', 'In-App Purchases', 'Realistic', 'Military', 'Online PvP', 'Modern', 'Gun Customization', 'tank', 'army', 'campaign', 'coop-game', 'visceral', 'dramatic']",80.0,"['PC', 'Xbox One', 'PlayStation 4']",3898
Dishonored: Death of the Outsider,2017-09-14,4.04,613,['Action'],"['Singleplayer', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Atmospheric', 'Story Rich', 'Open World', 'First-Person', 'Gore', 'Female Protagonist', 'Violent', 'Stealth', 'Dark', 'Magic', 'Steampunk', 'Assassin', 'Immersive Sim']",83.0,"['PC', 'Xbox One', 'PlayStation 4']",3898
Crypt of the NecroDancer,2015-04-22,3.99,597,"['Indie', 'Action', 'RPG']","['Singleplayer', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'steam-trading-cards', 'Great Soundtrack', 'RPG', 'Co-op', 'cooperative', '2D', 'Fantasy', 'Difficult', 'Steam Leaderboards', 'Female Protagonist', 'Local Co-Op', 'Pixel Graphics', 'Steam Workshop', 'Retro', 'role-playing', 'Includes level editor', 'controller support', 'Captions available', 'Roguelike', 'Roguelite', 'Dungeon Crawler', 'Music', 'achievements', 'Procedural Generation', 'Rhythm', 'leaderboards']",87.0,"['PC', 'PlayStation 4', 'Xbox One', 'Nintendo Switch', 'iOS', 'macOS', 'Linux', 'PS Vita']",3889
World of Tanks,2010-08-12,2.92,688,"['Shooter', 'Massively Multiplayer', 'Action']","['Multiplayer', 'Free to Play', 'Third-Person Shooter', 'PvP', 'War', 'In-App Purchases', '3D', 'Realistic', 'Historical', 'combat', 'Team-Based', 'Military', 'Online PvP', 'mmo', 'World War II', 'Arena Shooter', 'Tanks', 'Wargame', 'Vehicular Combat', 'collectathon', 'tank', 'simple', 'ww2']",78.0,"['PC', 'Xbox One', 'PlayStation 4', 'Xbox 360']",3880
Elite Dangerous,2015-04-02,3.93,473,"['Adventure', 'Action', 'RPG', 'Simulation', 'Massively Multiplayer']","['Singleplayer', 'Multiplayer', 'RPG', 'Co-op', 'Open World', 'First-Person', 'Sci-fi', 'Partial Controller Support', 'Online Co-Op', 'Difficult', 'Exploration', 'Sandbox', 'Space', 'VR', 'mmo', 'Trading', 'Space Sim', 'TrackIR', 'ship-customization']",80.0,"['PC', 'Xbox One', 'PlayStation 4', 'macOS']",3868
Superhot: Mind Control Delete,2020-07-15,3.86,379,"['Indie', 'Action']","['Singleplayer', 'Early Access', 'VR']",79.0,"['PC', 'Xbox One', 'PlayStation 4', 'macOS', 'Linux']",3865
Darksiders III,2018-11-27,3.43,554,"['Adventure', 'Action', 'RPG']","['Singleplayer', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Atmospheric', 'steam-trading-cards', 'RPG', 'Story Rich', 'Open World', 'Third Person', 'Gore', 'Female Protagonist', 'Violent', 'Action-Adventure', 'Hack and Slash', 'Post-apocalyptic', 'Dark Fantasy']",65.0,"['PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch']",3857
The Vanishing of Ethan Carter,2014-09-25,3.76,682,"['Indie', 'Adventure', 'Action']","['Singleplayer', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Atmospheric', 'steam-trading-cards', 'Great Soundtrack', 'Story Rich', 'Open World', 'First-Person', 'Horror', 'Gore', 'Exploration', 'Point & Click', 'Mystery', 'Short', 'Walking Simulator', 'Detective', 'Supernatural', 'Lovecraftian']",82.0,"['PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch']",3850
Need for Speed Heat,2019-11-08,3.26,541,"['Racing', 'Arcade']","['Singleplayer', 'Steam Achievements', 'Multiplayer', 'Full controller support', 'Atmospheric', 'Co-op', 'Open World', 'cooperative', 'First-Person', 'Third Person', 'Online Co-Op', 'Split Screen', 'PvP', 'Character Customization', 'Sexual Content', 'Online PvP', 'Steam Trading Cards', 'Driving', 'Destruction', 'street racing']",73.0,"['PC', 'Xbox One', 'PlayStation 4']",3847
Overlord II,2009-06-22,3.78,362,"['Action', 'RPG']","['Singleplayer', 'Multiplayer', 'Atmospheric', 'RPG', 'Open World', 'Third Person', 'Fantasy', 'Funny', 'Comedy', 'Action-Adventure', 'Action RPG', 'Dark Fantasy', 'RTS', 'Magic', 'Dark Humor', 'Villain Protagonist']",79.0,"['PC', 'Xbox One', 'macOS', 'Linux', 'Xbox 360', 'PlayStation 3']",3845
Dead Rising 2,2010-08-31,3.54,553,['Action'],"['Singleplayer', 'Steam Achievements', 'Multiplayer', 'Steam Cloud', 'steam-trading-cards', 'RPG', 'Co-op', 'Open World', 'cooperative', 'Third Person', 'Partial Controller Support', 'Horror', 'Online Co-Op', 'Funny', 'Gore', 'Sandbox', 'Survival', 'Comedy', 'Zombies', 'Character Customization', 'Crafting', 'Multiple Endings', '3D Vision']",78.0,"['PC', 'Xbox One', 'PlayStation 4', 'Xbox 360', 'PlayStation 3']",3837
Thomas Was Alone,2012-06-30,3.74,543,"['Family', 'Indie', 'Adventure']","['Singleplayer', 'Steam Achievements', 'Full controller support', 'Atmospheric', 'Great Soundtrack', 'Story Rich', '2D', 'Sci-fi', 'Funny', 'Comedy', 'Family Friendly', 'Short', 'Colorful', 'Relaxing', 'Puzzle-Platformer', 'Narration', 'Minimalist']",77.0,"['PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch', 'iOS', 'Android', 'macOS', 'Linux', 'PlayStation 3', 'PS Vita', 'Wii U']",3831
Plague Inc: Evolved,2015-09-18,3.98,646,"['Casual', 'Strategy', 'Indie', 'Simulation']","['Singleplayer', 'Steam Achievements', 'Multiplayer', 'Steam Cloud', 'Atmospheric', 'steam-trading-cards', 'Co-op', 'cooperative', '2D', 'Partial Controller Support', 'Horror', 'Online Co-Op', 'Difficult', 'Steam Leaderboards', 'Sandbox', 'Survival', 'Online multiplayer', 'Tactical', 'stats', 'Steam Workshop', 'Cross-Platform Multiplayer', 'Zombies', 'Includes level editor', 'Post-apocalyptic', 'Replay Value', 'Realistic']",80.0,"['PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch', 'macOS', 'Linux']",3828
Unravel,2016-02-09,3.94,775,"['Adventure', 'Action', 'Puzzle', 'Arcade', 'Platformer']","['Singleplayer', 'Steam Achievements', 'Full controller support', 'Atmospheric', 'Family Friendly', 'Colorful', 'Steam Trading Cards', 'island', 'Puzzle Platformer', 'cat', 'children', 'flower', 'small-size', 'wolly']",78.0,"['PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch', 'Xbox 360']",3827
SpeedRunners,2016-04-19,3.75,517,"['Racing', 'Action', 'Casual', 'Sports', 'Indie']","['Singleplayer', 'Steam Achievements', 'Multiplayer', 'Full controller support', 'Steam Cloud', 'steam-trading-cards', 'Co-op', 'cooperative', '2D', 'Funny', 'Online multiplayer', 'Split Screen', 'Local Co-Op', 'Controller', 'Local Multiplayer', 'stats', 'Steam Workshop', 'Cross-Platform Multiplayer', 'Includes level editor', 'Fast-Paced', 'Parkour', 'Competitive', '4 Player Local', 'Superhero', 'party', 'Level Editor', '4 giocatori divano']",84.0,"['PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch', 'macOS', 'Linux']",3786
The Surge,2017-05-15,3.19,591,"['Action', 'RPG']","['Singleplayer', 'Steam Achievements', 'Multiplayer', 'Full controller support', 'Steam Cloud', 'steam-trading-cards', 'RPG', 'Open World', 'Third Person', 'Sci-fi', 'Horror', 'Gore', 'Difficult', 'Exploration', 'Violent', 'Hack and Slash', 'Cyberpunk', 'Robots', 'Souls-like', 'Mechs']",72.0,"['PC', 'Xbox One', 'PlayStation 4']",3774
Tom Clancy's Ghost Recon Wildlands,2017-03-06,3.57,712,"['Shooter', 'Massively Multiplayer', 'Action']","['Singleplayer', 'Multiplayer', 'Atmospheric', 'steam-trading-cards', 'Co-op', 'Open World', 'cooperative', 'First-Person', 'Third Person', 'Partial Controller Support', 'FPS', 'Online Co-Op', 'Sandbox', 'Survival', 'Stealth', 'Tactical', 'Third-Person Shooter', 'PvP', 'Military']",72.0,"['PC', 'Xbox One', 'PlayStation 4']",3774
Need for Speed Payback,2017-11-07,3.2,732,"['Racing', 'Arcade']","['Singleplayer', 'Steam Achievements', 'Multiplayer', 'Atmospheric', 'Co-op', 'Open World', 'cooperative', 'First-Person', 'Third Person', 'Online Co-Op', 'Sandbox', 'Controller', 'PvP', 'Cinematic', 'Online PvP', 'Driving', 'Offroad', 'Vehicular Combat', 'street racing']",61.0,"['PC', 'Xbox One', 'PlayStation 4']",3771
Need for Speed,2015-11-03,3.37,808,"['Racing', 'Arcade']","['Singleplayer', 'Steam Achievements', 'Multiplayer', 'Full controller support', 'Co-op', 'Open World', 'cooperative', 'First-Person', 'Third Person', 'Online Co-Op', 'PvP', 'Online PvP', 'Top-Down', 'Steam Trading Cards', 'Driving', 'Destruction', 'Movie', 'street racing']",66.0,"['PC', 'Xbox One', 'PlayStation 4']",3758
TERA,2017-01-31,2.85,498,"['Massively Multiplayer', 'Action', 'RPG']","['Singleplayer', 'Multiplayer', 'steam-trading-cards', 'RPG', 'Co-op', 'Open World', 'cooperative', 'Partial Controller Support', 'FPS', 'Online Co-Op', 'Fantasy', 'Survival', 'Free to Play', 'Online multiplayer', 'Action RPG', 'Controller', 'PvP', 'Anime', 'Nudity', 'In-App Purchases', 'Character Customization', 'Magic', 'mmo', 'MMORPG', 'PvE']",77.0,"['PC', 'Xbox One', 'PlayStation 4']",3757
Far Cry Primal,2016-02-23,3.58,846,"['Shooter', 'Action']","['Singleplayer', 'Atmospheric', 'steam-trading-cards', 'RPG', 'Co-op', 'Open World', 'cooperative', 'First-Person', 'Partial Controller Support', 'FPS', 'Online Co-Op', 'Exploration', 'Sandbox', 'Survival', 'Stealth', 'Action RPG', 'Mature', 'Crafting', 'Hunting']",74.0,"['PC', 'Xbox One', 'PlayStation 4']",3752
Risk of Rain,2013-11-07,3.91,491,"['Platformer', 'Indie', 'Action']","['Singleplayer', 'Steam Achievements', 'Multiplayer', 'steam-trading-cards', 'Great Soundtrack', 'RPG', 'Co-op', 'cooperative', '2D', 'Sci-fi', 'Partial Controller Support', 'Online Co-Op', 'Difficult', 'Survival', 'Split Screen', 'Local Co-Op', 'Pixel Graphics', 'controller support', 'Replay Value', 'Side Scroller', 'Roguelike', 'overlay', 'Roguelite', 'Perma Death']",77.0,"['PC', 'PlayStation 4', 'Xbox One', 'Nintendo Switch', 'macOS', 'Linux', 'PS Vita']",3696
RiME,2017-05-25,3.67,776,"['Adventure', 'Puzzle']","['Singleplayer', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Atmospheric', 'Great Soundtrack', 'Open World', 'Fantasy', 'Exploration', 'controller support', 'Colorful', 'Relaxing', '3D Platformer', 'puzzles', 'cloud saves']",78.0,"['PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch']",3689
